industrial_aggregate_including_unclassified_businesses,industrial_aggregate_excluding_unclassified_businesses,goods_producing_industries,forestry_logging_and_support,mining_quarrying_and_oil_and_gas_extraction,utilities,construction,manufacturing,service_producing_industries,trade,transportation_and_warehousing,information_and_cultural_industries,finance_and_insurance,real_estate_and_rental_and_leasing,professional_scientific_and_technical_services,management_of_companies_and_enterprises,administrative_and_support_waste_management_and_remediation_,educational_services,health_care_and_social_assistance,arts_entertainment_and_recreation,accommodation_and_food_services,other_services_except_public_administration,public_administration,unclassified_businesses,date,month,geography,type_of_employee
0.0,110443.0,11929.0,0.0,265.0,2282.0,2840.0,6268.0,98514.0,10885.0,5467.0,2290.0,0.0,0.0,8180.0,671.0,2556.0,21859.0,2299.0,0.0,1026.0,2687.0,25934.0,0.0,2022-12-22,March 2022,New Brunswick,Salaried employees paid a fixed salary
0.0,111136.0,12119.0,322.0,328.0,0.0,0.0,6704.0,99017.0,10831.0,6295.0,2308.0,0.0,0.0,8833.0,717.0,2675.0,22028.0,2422.0,0.0,1177.0,2439.0,25698.0,0.0,2022-12-22,April 2022,New Brunswick,Salaried employees paid a fixed salary
0.0,109704.0,13356.0,245.0,360.0,2654.0,2751.0,7345.0,96348.0,9883.0,5003.0,2504.0,0.0,0.0,8186.0,722.0,2527.0,20541.0,2453.0,0.0,1130.0,2300.0,26612.0,0.0,2022-12-22,May 2022,New Brunswick,Salaried employees paid a fixed salary
0.0,114001.0,12383.0,248.0,0.0,2439.0,0.0,6306.0,101618.0,9046.0,5499.0,4382.0,0.0,0.0,8447.0,484.0,3204.0,20526.0,2480.0,0.0,1254.0,0.0,27618.0,0.0,2022-12-22,June 2022,New Brunswick,Salaried employees paid a fixed salary
0.0,111301.0,12700.0,47.0,374.0,2590.0,2623.0,7066.0,98601.0,9358.0,5620.0,2350.0,0.0,0.0,8447.0,556.0,3345.0,17531.0,2965.0,0.0,1159.0,2400.0,27272.0,0.0,2022-12-22,July 2022,New Brunswick,Salaried employees paid a fixed salary
0.0,110208.0,12680.0,183.0,0.0,2278.0,2734.0,7168.0,97529.0,0.0,5538.0,2252.0,0.0,0.0,8691.0,771.0,3044.0,17753.0,2561.0,0.0,1313.0,2212.0,27440.0,0.0,2022-12-22,August 2022,New Brunswick,Salaried employees paid a fixed salary
0.0,114193.0,11419.0,0.0,294.0,2045.0,2812.0,6008.0,102775.0,9032.0,5490.0,2722.0,0.0,0.0,8255.0,806.0,3073.0,20163.0,3081.0,0.0,1259.0,2405.0,28904.0,0.0,2022-12-22,September 2022,New Brunswick,Salaried employees paid a fixed salary
0.0,117128.0,12404.0,0.0,0.0,1922.0,2721.0,7374.0,104724.0,9194.0,5648.0,2037.0,0.0,0.0,9108.0,692.0,2942.0,22101.0,2303.0,0.0,0.0,2042.0,28278.0,0.0,2022-12-22,October 2022,New Brunswick,Salaried employees paid a fixed salary
0.0,191252.0,36788.0,1462.0,636.0,1274.0,12688.0,20729.0,154464.0,41793.0,7025.0,3510.0,0.0,0.0,4527.0,430.0,10171.0,558.0,50372.0,0.0,18010.0,5056.0,6231.0,0.0,2022-12-22,January 2022,New Brunswick,Employees paid by the hour
0.0,191974.0,36441.0,1353.0,627.0,916.0,12984.0,20560.0,155533.0,40113.0,7344.0,3362.0,0.0,0.0,4169.0,479.0,11341.0,687.0,51335.0,0.0,17740.0,5018.0,6722.0,0.0,2022-12-22,February 2022,New Brunswick,Employees paid by the hour
0.0,193378.0,36795.0,0.0,607.0,917.0,13292.0,20586.0,156583.0,40102.0,7154.0,3723.0,0.0,0.0,4636.0,261.0,10515.0,610.0,52127.0,0.0,18872.0,4799.0,6861.0,0.0,2022-12-22,March 2022,New Brunswick,Employees paid by the hour
0.0,201232.0,38543.0,796.0,608.0,0.0,0.0,21955.0,162689.0,40858.0,7514.0,3825.0,0.0,0.0,4579.0,200.0,11090.0,633.0,52973.0,0.0,20049.0,5235.0,7289.0,0.0,2022-12-22,April 2022,New Brunswick,Employees paid by the hour
0.0,213154.0,43950.0,776.0,804.0,734.0,16635.0,25001.0,169204.0,43141.0,8952.0,3530.0,0.0,0.0,4550.0,241.0,11663.0,658.0,53829.0,0.0,21437.0,5572.0,7414.0,0.0,2022-12-22,May 2022,New Brunswick,Employees paid by the hour
0.0,219627.0,47708.0,1281.0,0.0,1045.0,0.0,26245.0,171918.0,45235.0,9614.0,1615.0,0.0,0.0,4823.0,472.0,11869.0,632.0,52909.0,0.0,23072.0,0.0,7515.0,0.0,2022-12-22,June 2022,New Brunswick,Employees paid by the hour
0.0,223159.0,47828.0,2053.0,969.0,905.0,19099.0,24802.0,175331.0,45067.0,9219.0,3742.0,0.0,0.0,4770.0,425.0,11465.0,701.0,53141.0,0.0,23850.0,6200.0,8317.0,0.0,2022-12-22,July 2022,New Brunswick,Employees paid by the hour
0.0,222263.0,47136.0,1757.0,0.0,1163.0,18949.0,24243.0,175127.0,0.0,9145.0,3814.0,0.0,0.0,4159.0,243.0,11628.0,624.0,53254.0,0.0,23929.0,6359.0,7744.0,0.0,2022-12-22,August 2022,New Brunswick,Employees paid by the hour
0.0,218699.0,48818.0,0.0,1035.0,1391.0,19068.0,25533.0,169881.0,44856.0,8521.0,3311.0,0.0,0.0,4780.0,178.0,11543.0,600.0,52373.0,0.0,23353.0,5893.0,6066.0,0.0,2022-12-22,September 2022,New Brunswick,Employees paid by the hour
0.0,212378.0,46800.0,0.0,0.0,1402.0,19200.0,23794.0,165579.0,43982.0,8279.0,3892.0,0.0,0.0,3656.0,336.0,11487.0,610.0,52535.0,0.0,0.0,6005.0,6434.0,0.0,2022-12-22,October 2022,New Brunswick,Employees paid by the hour
0.0,1258217.0,158255.0,1454.0,7796.0,8294.0,34128.0,106583.0,1099962.0,124749.0,50149.0,38030.0,102864.0,17950.0,124834.0,0.0,36017.0,304106.0,42577.0,11680.0,12638.0,25531.0,191047.0,0.0,2022-12-22,January 2022,Quebec,Salaried employees paid a fixed salary
0.0,1317540.0,164157.0,1254.0,6952.0,11565.0,35208.0,109179.0,1153383.0,134717.0,51351.0,39117.0,104050.0,17953.0,144746.0,0.0,34864.0,314049.0,45548.0,11205.0,12709.0,29502.0,195556.0,0.0,2022-12-22,February 2022,Quebec,Salaried employees paid a fixed salary
0.0,1312671.0,158285.0,0.0,6831.0,10595.0,29456.0,110292.0,1154386.0,131097.0,51219.0,34105.0,114455.0,20409.0,150634.0,0.0,34422.0,323417.0,34925.0,12780.0,13485.0,27534.0,194388.0,0.0,2022-12-22,March 2022,Quebec,Salaried employees paid a fixed salary
0.0,1294424.0,158261.0,1482.0,7287.0,9039.0,27358.0,113096.0,1136163.0,114654.0,50268.0,31941.0,133200.0,18548.0,142088.0,0.0,33934.0,0.0,37192.0,11455.0,11217.0,25455.0,188755.0,0.0,2022-12-22,April 2022,Quebec,Salaried employees paid a fixed salary
0.0,1260416.0,147821.0,1120.0,5266.0,12312.0,23651.0,105472.0,1112594.0,118722.0,53137.0,32369.0,99812.0,16642.0,137700.0,0.0,34493.0,312938.0,48638.0,12493.0,11151.0,21925.0,192439.0,0.0,2022-12-22,May 2022,Quebec,Salaried employees paid a fixed salary
0.0,1297890.0,170193.0,936.0,11855.0,18552.0,30485.0,108365.0,1127696.0,111798.0,51838.0,29339.0,112459.0,16939.0,147124.0,0.0,45100.0,305666.0,53142.0,15067.0,0.0,22172.0,190169.0,0.0,2022-12-22,June 2022,Quebec,Salaried employees paid a fixed salary
0.0,1254159.0,185440.0,612.0,7238.0,10451.0,56144.0,110995.0,1068720.0,107095.0,50590.0,34098.0,113110.0,16298.0,149953.0,0.0,38600.0,253666.0,53039.0,15249.0,15276.0,14626.0,191309.0,0.0,2022-12-22,July 2022,Quebec,Salaried employees paid a fixed salary
0.0,1149528.0,143096.0,683.0,8076.0,9072.0,31769.0,93496.0,1006432.0,105139.0,47907.0,33600.0,111877.0,18428.0,144266.0,0.0,33324.0,218758.0,40670.0,14480.0,13262.0,15475.0,193803.0,0.0,2022-12-22,August 2022,Quebec,Salaried employees paid a fixed salary
0.0,1263023.0,145341.0,1451.0,6668.0,7353.0,32646.0,97223.0,1117683.0,111752.0,49121.0,38371.0,120234.0,20002.0,149353.0,0.0,37638.0,284343.0,39571.0,14578.0,14956.0,18990.0,197992.0,0.0,2022-12-22,September 2022,Quebec,Salaried employees paid a fixed salary
0.0,1302041.0,151029.0,861.0,6922.0,6663.0,41253.0,95330.0,1151012.0,114158.0,51236.0,36491.0,135352.0,18514.0,144208.0,0.0,29578.0,314058.0,44700.0,16161.0,14114.0,15911.0,200158.0,0.0,2022-12-22,October 2022,Quebec,Salaried employees paid a fixed salary
0.0,2240712.0,489867.0,4978.0,10709.0,19966.0,148318.0,305895.0,1750846.0,461174.0,95340.0,31961.0,49164.0,24915.0,108039.0,0.0,112361.0,10201.0,484339.0,33922.0,174457.0,84521.0,75273.0,0.0,2022-12-22,January 2022,Quebec,Employees paid by the hour
0.0,2262677.0,502721.0,5478.0,11856.0,16302.0,161422.0,307663.0,1759956.0,450116.0,96652.0,34141.0,48106.0,21765.0,92357.0,0.0,118770.0,10684.0,497816.0,35929.0,192201.0,79633.0,76642.0,0.0,2022-12-22,February 2022,Quebec,Employees paid by the hour
0.0,2332957.0,516546.0,0.0,13049.0,16842.0,172774.0,308117.0,1816411.0,461112.0,94276.0,39980.0,41954.0,21859.0,93804.0,0.0,118825.0,11004.0,509054.0,40031.0,212624.0,82268.0,78407.0,0.0,2022-12-22,March 2022,Quebec,Employees paid by the hour
0.0,2369871.0,528144.0,4775.0,12734.0,18710.0,184360.0,307565.0,1841726.0,478563.0,98371.0,43693.0,25126.0,24041.0,98135.0,0.0,121491.0,0.0,494887.0,39990.0,225319.0,87310.0,82727.0,0.0,2022-12-22,April 2022,Quebec,Employees paid by the hour
0.0,2446708.0,562047.0,5551.0,15950.0,16087.0,208226.0,316232.0,1884661.0,485098.0,97461.0,44186.0,58748.0,25778.0,103170.0,0.0,127147.0,13059.0,472915.0,41751.0,235587.0,92810.0,82251.0,0.0,2022-12-22,May 2022,Quebec,Employees paid by the hour
0.0,2506788.0,559099.0,7523.0,10508.0,9727.0,210516.0,320826.0,1947689.0,500208.0,102615.0,48097.0,50500.0,28862.0,102452.0,0.0,119812.0,14515.0,481770.0,49368.0,0.0,98656.0,90206.0,0.0,2022-12-22,June 2022,Quebec,Employees paid by the hour
0.0,2481830.0,530445.0,8838.0,14852.0,18420.0,167821.0,320514.0,1951385.0,504661.0,93840.0,44179.0,50913.0,28538.0,101292.0,0.0,125295.0,13698.0,470627.0,56266.0,250553.0,106526.0,96185.0,0.0,2022-12-22,July 2022,Quebec,Employees paid by the hour
0.0,2505127.0,557550.0,8623.0,13665.0,20296.0,186193.0,328773.0,1947577.0,504389.0,99469.0,44936.0,51005.0,27728.0,103423.0,0.0,126498.0,12456.0,476135.0,54046.0,248997.0,100910.0,88814.0,0.0,2022-12-22,August 2022,Quebec,Employees paid by the hour
0.0,2514514.0,590127.0,7888.0,14885.0,21463.0,214309.0,331581.0,1924388.0,500514.0,106475.0,39480.0,43977.0,28603.0,99533.0,0.0,125620.0,11860.0,477469.0,53594.0,252166.0,99939.0,80144.0,0.0,2022-12-22,September 2022,Quebec,Employees paid by the hour
0.0,2478923.0,574843.0,6940.0,14274.0,21960.0,201023.0,330646.0,1904079.0,497521.0,103936.0,42045.0,26050.0,28582.0,103530.0,0.0,133305.0,13482.0,470199.0,44565.0,246252.0,103184.0,79254.0,0.0,2022-12-22,October 2022,Quebec,Employees paid by the hour
0.0,2557109.0,294934.0,619.0,11414.0,0.0,72759.0,187863.0,2262176.0,290085.0,96576.0,100724.0,296904.0,47850.0,307577.0,20880.0,102460.0,461698.0,109614.0,27593.0,38620.0,73333.0,288263.0,0.0,2022-12-22,January 2022,Ontario,Salaried employees paid a fixed salary
0.0,2628708.0,319677.0,500.0,12512.0,0.0,68578.0,208633.0,2309030.0,301280.0,95033.0,103466.0,298212.0,47321.0,326740.0,20066.0,98756.0,480038.0,109143.0,27501.0,29904.0,79703.0,291868.0,0.0,2022-12-22,February 2022,Ontario,Salaried employees paid a fixed salary
0.0,2659989.0,324478.0,0.0,9871.0,0.0,67583.0,216222.0,2335511.0,303727.0,93218.0,93664.0,309510.0,50954.0,339198.0,17273.0,102087.0,491050.0,110634.0,28018.0,29824.0,75778.0,290576.0,0.0,2022-12-22,March 2022,Ontario,Salaried employees paid a fixed salary
0.0,2636730.0,323154.0,445.0,10467.0,27385.0,68119.0,216739.0,2313576.0,290575.0,95860.0,101211.0,307593.0,49629.0,334377.0,15579.0,101871.0,494786.0,106219.0,30456.0,29334.0,80684.0,275402.0,0.0,2022-12-22,April 2022,Ontario,Salaried employees paid a fixed salary
0.0,2579896.0,303428.0,235.0,6184.0,32426.0,70124.0,194460.0,2276468.0,288290.0,100516.0,103696.0,287316.0,56994.0,340509.0,19609.0,93300.0,455643.0,114743.0,31863.0,25997.0,72332.0,285660.0,0.0,2022-12-22,May 2022,Ontario,Salaried employees paid a fixed salary
0.0,2493604.0,298230.0,300.0,11279.0,28694.0,75248.0,182710.0,2195373.0,277111.0,91728.0,84220.0,279021.0,56112.0,338259.0,13860.0,100814.0,435231.0,99869.0,31191.0,29002.0,76117.0,282839.0,0.0,2022-12-22,June 2022,Ontario,Salaried employees paid a fixed salary
0.0,2503021.0,296390.0,278.0,9384.0,30202.0,67986.0,188539.0,2206631.0,287816.0,90093.0,106145.0,298180.0,54674.0,346012.0,24829.0,101936.0,360628.0,122968.0,33466.0,28768.0,65420.0,285694.0,0.0,2022-12-22,July 2022,Ontario,Salaried employees paid a fixed salary
0.0,2454407.0,279298.0,236.0,9801.0,24094.0,68131.0,177036.0,2175109.0,287261.0,97221.0,98650.0,293141.0,61812.0,338103.0,0.0,99693.0,333906.0,112821.0,37600.0,30437.0,69581.0,291949.0,0.0,2022-12-22,August 2022,Ontario,Salaried employees paid a fixed salary
0.0,2647188.0,270395.0,357.0,8751.0,18368.0,72991.0,169928.0,2376793.0,302412.0,100017.0,117551.0,314652.0,60117.0,336469.0,28581.0,94495.0,446547.0,118412.0,41034.0,30625.0,65833.0,320049.0,0.0,2022-12-22,September 2022,Ontario,Salaried employees paid a fixed salary
0.0,2678753.0,266176.0,327.0,11104.0,17086.0,73689.0,163971.0,2412577.0,311606.0,88745.0,111646.0,298236.0,64410.0,344868.0,29762.0,91823.0,487378.0,124588.0,37815.0,32692.0,66869.0,322139.0,0.0,2022-12-22,October 2022,Ontario,Salaried employees paid a fixed salary
0.0,3453970.0,739428.0,2216.0,15503.0,0.0,251042.0,442633.0,2714542.0,725798.0,170272.0,48479.0,55004.0,42405.0,113870.0,23577.0,240632.0,21305.0,642092.0,55327.0,338301.0,97089.0,140390.0,0.0,2022-12-22,January 2022,Ontario,Employees paid by the hour
0.0,3436972.0,736071.0,2431.0,15261.0,0.0,261445.0,434660.0,2700901.0,695012.0,170388.0,53286.0,52492.0,40105.0,100503.0,25904.0,247981.0,24638.0,649290.0,57209.0,354682.0,89927.0,139482.0,0.0,2022-12-22,February 2022,Ontario,Employees paid by the hour
0.0,3483041.0,739404.0,0.0,17549.0,0.0,271231.0,427602.0,2743637.0,706075.0,163953.0,58127.0,42727.0,39139.0,108057.0,30212.0,245680.0,24046.0,646802.0,61578.0,374045.0,93731.0,149466.0,0.0,2022-12-22,March 2022,Ontario,Employees paid by the hour
0.0,3585662.0,752144.0,2169.0,16930.0,23645.0,283135.0,426265.0,2833518.0,715716.0,170549.0,55195.0,52212.0,43613.0,108053.0,26150.0,256574.0,26176.0,663426.0,67425.0,393982.0,90252.0,164195.0,0.0,2022-12-22,April 2022,Ontario,Employees paid by the hour
0.0,3681040.0,783933.0,2591.0,21780.0,18788.0,297875.0,442899.0,2897107.0,728943.0,165328.0,51735.0,71257.0,41106.0,110160.0,23519.0,270831.0,24439.0,653442.0,78667.0,419648.0,99418.0,158614.0,0.0,2022-12-22,May 2022,Ontario,Employees paid by the hour
0.0,3832282.0,811557.0,2371.0,17241.0,23559.0,305996.0,462391.0,3020725.0,746119.0,174055.0,70401.0,76692.0,46456.0,113780.0,29664.0,273631.0,24840.0,674143.0,87428.0,436531.0,102978.0,164005.0,0.0,2022-12-22,June 2022,Ontario,Employees paid by the hour
0.0,3808842.0,816541.0,3076.0,19738.0,19796.0,309052.0,464880.0,2992301.0,750275.0,168394.0,54414.0,64886.0,46103.0,107641.0,17084.0,273131.0,25403.0,657328.0,91844.0,447768.0,117983.0,170047.0,0.0,2022-12-22,July 2022,Ontario,Employees paid by the hour
0.0,3804150.0,839135.0,3118.0,19210.0,26927.0,316533.0,473348.0,2965015.0,742905.0,163387.0,64017.0,70481.0,43149.0,102375.0,0.0,276637.0,23375.0,662090.0,88492.0,446109.0,107440.0,155812.0,0.0,2022-12-22,August 2022,Ontario,Employees paid by the hour
0.0,3775160.0,854612.0,2884.0,20431.0,31751.0,314273.0,485274.0,2920548.0,733482.0,167405.0,44948.0,50896.0,46813.0,115150.0,15635.0,285066.0,25093.0,659586.0,84201.0,449096.0,112213.0,130965.0,0.0,2022-12-22,September 2022,Ontario,Employees paid by the hour
0.0,3745660.0,842340.0,2777.0,18375.0,33658.0,299155.0,488375.0,2903320.0,725220.0,182651.0,53528.0,64966.0,40542.0,109766.0,14977.0,285577.0,26972.0,652427.0,74805.0,433549.0,108564.0,129775.0,0.0,2022-12-22,October 2022,Ontario,Employees paid by the hour
0.0,213605.0,23762.0,0.0,1064.0,0.0,5774.0,14027.0,189844.0,19601.0,11438.0,4309.0,0.0,3226.0,11781.0,0.0,4787.0,47376.0,0.0,3425.0,2581.0,5230.0,36420.0,0.0,2022-12-22,January 2022,Manitoba,Salaried employees paid a fixed salary
0.0,213368.0,24110.0,0.0,1366.0,0.0,5585.0,13785.0,189258.0,21099.0,11526.0,4979.0,24012.0,2989.0,12582.0,0.0,4585.0,50314.0,0.0,2971.0,2172.0,5605.0,37229.0,0.0,2022-12-22,February 2022,Manitoba,Salaried employees paid a fixed salary
0.0,218119.0,24431.0,0.0,907.0,0.0,5930.0,14614.0,193687.0,20188.0,11132.0,3929.0,28371.0,3095.0,12318.0,0.0,5689.0,50537.0,0.0,2720.0,2469.0,5845.0,39315.0,0.0,2022-12-22,March 2022,Manitoba,Salaried employees paid a fixed salary
0.0,221565.0,23959.0,0.0,1075.0,0.0,5785.0,14679.0,197606.0,21828.0,13401.0,3967.0,28379.0,3036.0,10883.0,0.0,5599.0,51139.0,0.0,2714.0,2710.0,7592.0,37341.0,0.0,2022-12-22,April 2022,Manitoba,Salaried employees paid a fixed salary
0.0,224238.0,22021.0,0.0,748.0,0.0,5627.0,12639.0,202217.0,22155.0,13824.0,5029.0,28822.0,3368.0,11010.0,0.0,7192.0,50092.0,0.0,3132.0,2788.0,7454.0,37377.0,0.0,2022-12-22,May 2022,Manitoba,Salaried employees paid a fixed salary
0.0,218840.0,21358.0,0.0,1438.0,0.0,5245.0,12217.0,197482.0,19939.0,13366.0,6375.0,27929.0,3360.0,10311.0,0.0,6797.0,49452.0,0.0,3496.0,2938.0,6324.0,38446.0,0.0,2022-12-22,June 2022,Manitoba,Salaried employees paid a fixed salary
0.0,211812.0,21601.0,0.0,1014.0,0.0,4544.0,13310.0,190211.0,21606.0,15762.0,11054.0,21372.0,3082.0,10791.0,0.0,7549.0,36748.0,0.0,3383.0,2955.0,5863.0,38448.0,0.0,2022-12-22,July 2022,Manitoba,Salaried employees paid a fixed salary
0.0,201085.0,21384.0,0.0,1179.0,0.0,4833.0,12995.0,179701.0,21548.0,14343.0,4924.0,26295.0,3156.0,11008.0,0.0,7205.0,29406.0,0.0,3303.0,3053.0,5761.0,38357.0,0.0,2022-12-22,August 2022,Manitoba,Salaried employees paid a fixed salary
0.0,219244.0,20010.0,0.0,1043.0,0.0,4898.0,11841.0,199234.0,21676.0,14752.0,5250.0,27138.0,3078.0,11192.0,0.0,7350.0,45357.0,0.0,3162.0,2511.0,4613.0,39181.0,0.0,2022-12-22,September 2022,Manitoba,Salaried employees paid a fixed salary
0.0,221190.0,20316.0,0.0,999.0,0.0,5354.0,12038.0,200874.0,23266.0,14227.0,3816.0,25124.0,3182.0,11123.0,0.0,7677.0,48893.0,0.0,3459.0,2800.0,5248.0,39041.0,0.0,2022-12-22,October 2022,Manitoba,Salaried employees paid a fixed salary
0.0,350653.0,68506.0,0.0,1878.0,0.0,24232.0,38779.0,282146.0,65909.0,19621.0,12731.0,0.0,3267.0,5404.0,0.0,14865.0,1771.0,0.0,6714.0,35075.0,10903.0,11460.0,0.0,2022-12-22,January 2022,Manitoba,Employees paid by the hour
0.0,351703.0,69108.0,0.0,1738.0,0.0,24699.0,39750.0,282594.0,62526.0,19428.0,12370.0,8280.0,3243.0,5099.0,0.0,14800.0,1856.0,0.0,6191.0,34264.0,10986.0,11969.0,0.0,2022-12-22,February 2022,Manitoba,Employees paid by the hour
0.0,350075.0,67992.0,0.0,2086.0,0.0,24071.0,39459.0,282083.0,64209.0,19400.0,12909.0,3594.0,3165.0,5579.0,0.0,13920.0,1775.0,0.0,6693.0,35763.0,10848.0,11082.0,0.0,2022-12-22,March 2022,Manitoba,Employees paid by the hour
0.0,350909.0,68818.0,0.0,1932.0,0.0,24598.0,39462.0,282091.0,62427.0,17869.0,13100.0,4310.0,3446.0,6173.0,0.0,13658.0,1816.0,0.0,7026.0,37382.0,10087.0,12626.0,0.0,2022-12-22,April 2022,Manitoba,Employees paid by the hour
0.0,354047.0,72410.0,0.0,2270.0,0.0,26365.0,41488.0,281637.0,62894.0,18494.0,11765.0,3399.0,3574.0,5966.0,0.0,12776.0,1704.0,0.0,8391.0,38599.0,9945.0,13184.0,0.0,2022-12-22,May 2022,Manitoba,Employees paid by the hour
0.0,373693.0,77725.0,0.0,1733.0,0.0,29869.0,43149.0,295968.0,66047.0,19493.0,10544.0,4744.0,3637.0,7229.0,0.0,14543.0,1696.0,0.0,9666.0,40361.0,11358.0,13427.0,0.0,2022-12-22,June 2022,Manitoba,Employees paid by the hour
0.0,372228.0,79446.0,0.0,2234.0,0.0,31879.0,42575.0,292782.0,65228.0,15320.0,6310.0,11507.0,4143.0,6571.0,0.0,13597.0,1384.0,0.0,10698.0,41217.0,12580.0,14125.0,0.0,2022-12-22,July 2022,Manitoba,Employees paid by the hour
0.0,375144.0,81511.0,0.0,2084.0,0.0,32247.0,43991.0,293633.0,65404.0,17692.0,12352.0,6195.0,3841.0,6133.0,0.0,13733.0,1281.0,0.0,10094.0,39893.0,12662.0,14596.0,0.0,2022-12-22,August 2022,Manitoba,Employees paid by the hour
0.0,373909.0,83036.0,0.0,2237.0,0.0,32073.0,45231.0,290873.0,65814.0,17212.0,11655.0,5692.0,3948.0,5880.0,0.0,13682.0,1574.0,0.0,10219.0,41543.0,14062.0,12553.0,0.0,2022-12-22,September 2022,Manitoba,Employees paid by the hour
0.0,368670.0,81490.0,0.0,2181.0,0.0,31385.0,44368.0,287180.0,63429.0,17872.0,13184.0,6055.0,3427.0,6022.0,0.0,12800.0,1755.0,0.0,8757.0,40368.0,12869.0,11610.0,0.0,2022-12-22,October 2022,Manitoba,Employees paid by the hour
0.0,180663.0,24110.0,62.0,10065.0,0.0,3887.0,6284.0,156554.0,18840.0,5556.0,0.0,15437.0,1733.0,9077.0,0.0,3012.0,44980.0,10577.0,2117.0,2987.0,3959.0,31564.0,0.0,2022-12-22,January 2022,Saskatchewan,Salaried employees paid a fixed salary
0.0,178332.0,23052.0,0.0,8263.0,3755.0,4405.0,6564.0,155280.0,20486.0,5576.0,0.0,16669.0,1710.0,9856.0,0.0,2539.0,45548.0,9369.0,1925.0,2213.0,3959.0,28630.0,0.0,2022-12-22,February 2022,Saskatchewan,Salaried employees paid a fixed salary
0.0,175323.0,21958.0,0.0,7784.0,3446.0,3613.0,7077.0,153365.0,18347.0,5193.0,0.0,17298.0,1868.0,9626.0,0.0,2704.0,45939.0,7182.0,1899.0,2831.0,3764.0,30634.0,0.0,2022-12-22,March 2022,Saskatchewan,Salaried employees paid a fixed salary
0.0,181897.0,23255.0,77.0,9201.0,3357.0,3958.0,6663.0,158641.0,19821.0,5545.0,0.0,18215.0,1787.0,9481.0,0.0,2887.0,45848.0,7606.0,2274.0,2930.0,3251.0,33208.0,0.0,2022-12-22,April 2022,Saskatchewan,Salaried employees paid a fixed salary
0.0,180275.0,20003.0,0.0,6354.0,3520.0,3490.0,6578.0,160272.0,19925.0,5235.0,0.0,17863.0,2059.0,9104.0,0.0,2944.0,44491.0,7546.0,2434.0,2956.0,3356.0,35902.0,0.0,2022-12-22,May 2022,Saskatchewan,Salaried employees paid a fixed salary
0.0,180037.0,21625.0,0.0,8176.0,3563.0,3811.0,6035.0,158412.0,18304.0,5133.0,0.0,18461.0,1939.0,9416.0,0.0,2839.0,44489.0,8828.0,2436.0,2751.0,3720.0,33911.0,0.0,2022-12-22,June 2022,Saskatchewan,Salaried employees paid a fixed salary
0.0,164862.0,20523.0,0.0,6597.0,3757.0,3353.0,6782.0,144339.0,19093.0,4683.0,0.0,19470.0,1899.0,9422.0,0.0,2781.0,25177.0,9171.0,2396.0,1875.0,4125.0,37157.0,0.0,2022-12-22,July 2022,Saskatchewan,Salaried employees paid a fixed salary
0.0,162151.0,22437.0,0.0,9019.0,3419.0,3339.0,6621.0,139715.0,19193.0,5035.0,0.0,18280.0,2011.0,9583.0,0.0,2972.0,23810.0,9019.0,2784.0,2039.0,4006.0,34462.0,0.0,2022-12-22,August 2022,Saskatchewan,Salaried employees paid a fixed salary
0.0,179909.0,20573.0,0.0,7993.0,3154.0,2795.0,6566.0,159336.0,20084.0,4890.0,0.0,18004.0,1860.0,8882.0,0.0,2850.0,43116.0,9351.0,2335.0,2210.0,3873.0,35200.0,0.0,2022-12-22,September 2022,Saskatchewan,Salaried employees paid a fixed salary
0.0,179267.0,20538.0,0.0,7432.0,3298.0,3420.0,6329.0,158729.0,20704.0,4740.0,0.0,17654.0,2018.0,8453.0,0.0,2758.0,44996.0,9001.0,1630.0,1987.0,3931.0,35223.0,0.0,2022-12-22,October 2022,Saskatchewan,Salaried employees paid a fixed salary
0.0,270144.0,45557.0,323.0,6507.0,0.0,20555.0,17204.0,224587.0,64974.0,10114.0,0.0,5627.0,2197.0,6344.0,0.0,9146.0,1644.0,59418.0,4525.0,27679.0,10897.0,17781.0,0.0,2022-12-22,January 2022,Saskatchewan,Employees paid by the hour
0.0,272844.0,47880.0,0.0,8467.0,930.0,21086.0,17050.0,224964.0,61988.0,10343.0,0.0,4740.0,2518.0,5994.0,0.0,9513.0,1765.0,60433.0,4550.0,28123.0,10859.0,19925.0,0.0,2022-12-22,February 2022,Saskatchewan,Employees paid by the hour
0.0,276230.0,49352.0,0.0,8980.0,1194.0,21679.0,17028.0,226879.0,63540.0,10412.0,0.0,3990.0,2337.0,5993.0,0.0,9133.0,1583.0,62960.0,4522.0,28554.0,10463.0,18616.0,0.0,2022-12-22,March 2022,Saskatchewan,Employees paid by the hour
0.0,273195.0,49836.0,455.0,7880.0,1378.0,22603.0,17519.0,223359.0,62566.0,10411.0,0.0,3587.0,2523.0,5817.0,0.0,9104.0,1744.0,63145.0,4797.0,29958.0,11698.0,12781.0,0.0,2022-12-22,April 2022,Saskatchewan,Employees paid by the hour
0.0,286030.0,55258.0,0.0,10846.0,1278.0,25283.0,17488.0,230772.0,64518.0,10439.0,0.0,3725.0,2502.0,6980.0,0.0,9262.0,1597.0,62949.0,5613.0,31470.0,12049.0,14855.0,0.0,2022-12-22,May 2022,Saskatchewan,Employees paid by the hour
